Geneid,K70_1,K70_2,K70_3,K70MD_1,K70MD_2,K70MD_3,K70P10_1,K70P10_2,K70P10_3,NKO70_1,NKO70_2,NKO70_3
LOC105370163,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984604,0,0,0,3,0,4,1,3,0,0,0,0
CCDC169-SOHLH2,0,0,0,0,0,0,0,0,0,0,0,0
SOHLH2,0,0,0,1,0,0,1,0,0,0,0,2
CCDC169,0,5,6,14,16,8,6,3,7,8,2,16
SPART,1026,1186,1082,312,320,424,1754,1506,752,869,852,942
SPART-AS1,12,24,9,4,8,14,25,38,10,25,11,28
CCNA1,1810,1954,1563,2139,2555,2614,2454,2197,2292,3550,3399,3301
LOC102723490,1,0,0,1,1,12,4,10,5,6,0,0
SERTM1,58,97,72,343,373,453,337,292,300,152,158,172
RFXAP,95,103,97,29,31,36,180,140,42,95,84,100
SMAD9,157,136,118,11,9,17,257,253,39,67,57,77
ALG5,741,855,532,971,1146,1060,432,336,946,1133,963,998
EXOSC8,1159,1411,1122,1025,1211,1114,748,735,1205,1503,1564,1532
SUPT20H,539,632,494,276,295,417,897,866,484,532,503,617
LOC105370165,15,31,17,7,5,14,39,32,23,33,22,31
CSNK1A1L,3,0,1,0,1,1,0,0,1,0,1,1
LOC105377814,0,1,0,0,0,0,0,0,0,0,0,0
LINC01048,0,0,0,0,0,0,0,0,0,0,0,0
LINC00547,0,0,0,3,0,0,0,0,0,0,0,0
POSTN,106,119,92,10,33,19,398,355,79,137,147,233
TRPC4,0,0,2,0,4,2,2,4,1,0,0,0
LINC02334,0,0,0,0,0,0,0,0,0,0,0,1
LINC00571,2,8,3,4,3,0,1,1,2,1,0,0
UFM1,1647,2062,1362,1119,1340,1303,1186,1135,1501,2172,2055,1978
LINC00437,0,0,0,0,0,2,0,0,0,0,0,0
LOC105370167,1,0,0,1,0,0,0,0,0,0,0,0
LINC00366,0,0,0,1,0,0,0,0,0,0,0,0
FREM2,20,43,24,0,2,2,54,60,5,8,12,14
FREM2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
STOML3,0,0,0,9,3,9,3,7,12,2,1,1
PROSER1,596,725,588,165,170,330,1126,1212,364,504,470,580
NHLRC3,135,164,149,91,120,119,282,259,157,115,123,133
LOC105370169,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370168,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984579,0,0,0,0,0,0,0,2,0,0,0,0
LOC107984580,1,1,0,0,0,0,0,0,0,0,0,0
LHFPL6,373,568,320,471,523,637,1018,860,517,464,476,497
LOC105370170,0,0,0,0,2,3,0,0,0,0,0,0
LOC112268119,95,149,70,110,101,151,221,204,117,131,104,93
COG6,350,487,352,315,337,301,582,539,344,383,426,394
MIR4305,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370171,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984569,0,0,0,0,0,0,0,0,0,0,0,0
LINC00332,0,0,0,0,0,0,1,0,0,0,0,0
LINC00548,0,0,0,0,0,0,0,0,2,0,0,0
LINC00598,0,1,0,1,0,0,6,0,0,1,0,0
FOXO1,313,473,253,99,95,155,423,441,176,245,208,249
MIR320D1,0,0,0,0,0,0,0,0,0,0,0,0
MRPS31,354,404,318,256,286,353,355,334,353,441,506,413
SLC25A15,773,861,614,208,280,324,849,729,368,680,678,792
TPTE2P5,110,184,101,39,61,70,135,99,67,116,120,96
MIR621,0,0,0,0,0,0,0,0,0,0,0,0
SUGT1P3,5,2,1,8,0,7,3,3,2,2,1,4
ELF1,505,607,382,269,393,455,1308,1206,621,474,549,472
WBP4,133,205,122,45,76,77,308,304,96,112,120,143
MIR3168,0,0,0,0,0,0,0,0,0,0,0,0
KBTBD6,374,443,328,148,142,215,583,489,314,362,342,359
LOC101929140,2,8,6,33,26,29,15,11,8,2,3,5
KBTBD7,432,405,323,123,137,167,305,303,234,384,374,357
MTRF1,70,140,94,77,154,166,143,145,136,91,89,137
LOC105370173,0,0,0,0,0,0,0,0,0,0,0,0
NAA16,190,233,112,61,35,51,335,356,95,119,139,141
OR7E37P,0,0,0,0,0,0,0,0,0,0,0,0
RGCC,356,434,303,400,498,439,184,151,254,676,551,599
LOC105370174,51,27,24,17,24,12,69,57,25,48,27,42
LOC105370175,0,0,0,0,0,0,0,0,0,0,0,0
VWA8,644,673,457,139,234,195,712,703,297,408,376,470
MIR5006,0,0,0,0,0,0,0,0,0,0,0,0
VWA8-AS1,16,10,9,32,70,67,13,26,28,17,16,3
LOC105370176,0,0,0,9,15,10,1,13,1,6,2,0
DGKH,356,415,337,84,90,180,848,764,207,234,213,226
AKAP11,711,917,666,127,216,310,1674,1496,360,518,539,650
LINC02341,10,12,8,34,36,23,6,5,17,11,11,25
TNFSF11,0,0,0,0,0,0,0,0,5,0,0,0
FAM216B,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984611,0,0,0,0,0,0,0,0,0,0,0,0
LINC01050,0,0,2,0,0,2,0,1,0,0,0,0
LINC00428,0,0,0,0,0,0,0,0,0,0,0,0
EPSTI1,0,1,2,1,7,3,3,4,0,0,0,1
LOC105370178,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370179,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC15,4,7,1,16,41,17,7,12,3,7,0,1
LINC00400,0,0,0,0,0,0,0,0,0,0,0,0
ENOX1,19,34,17,51,60,64,64,72,22,12,6,9
ENOX1-AS2,0,0,0,3,0,0,0,0,0,0,0,0
LOC105370181,0,0,0,0,0,0,0,0,0,0,0,0
CCDC122,29,53,27,42,44,35,56,80,27,17,41,21
LACC1,16,26,4,29,25,52,180,192,32,7,39,11
LOC107984576,0,1,0,0,2,1,2,0,0,3,0,1
LOC105370182,0,0,0,0,2,2,0,1,0,0,0,0
NRAD1,0,0,0,0,0,0,0,2,0,0,0,0
LINC00390,0,0,0,0,0,0,0,0,0,0,0,0
SMIM2-AS1,8,5,4,10,10,28,9,2,7,7,12,7
SMIM2,5,5,3,5,5,10,6,1,4,6,7,0
SMIM2-IT1,0,0,0,0,0,4,0,0,0,0,0,0
LOC107984601,0,0,0,0,0,0,0,0,0,2,0,0
MIR8079,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984552,4,3,0,3,1,4,9,6,5,5,6,0
LOC105370297,0,0,0,0,0,0,0,0,0,0,0,0
SERP2,0,0,0,0,0,0,0,0,0,0,0,0
TUSC8,0,0,0,0,0,0,0,0,0,0,0,0
TSC22D1,1682,2136,1460,3537,4341,4518,2193,1870,3010,2285,2205,2313
TSC22D1-AS1,22,34,47,5,2,3,89,96,20,34,18,16
LINC00407,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370185,0,0,0,3,0,2,1,0,4,0,0,0
LINC00330,0,0,0,0,0,0,2,0,0,0,0,0
LOC105370187,0,0,0,2,0,0,0,0,0,0,0,0
LOC107984619,0,0,0,0,0,0,0,0,0,0,0,0
NUFIP1,278,360,214,93,129,163,558,499,206,216,219,254
GPALPP1,356,372,326,237,284,313,652,636,324,358,278,376
LOC105370188,0,0,0,0,0,2,0,0,4,0,0,0
LOC107984596,0,0,0,0,0,0,0,2,0,0,0,0
LOC101929259,0,0,0,0,0,0,0,0,0,0,0,0
GTF2F2,1121,1495,1003,775,892,830,1784,1500,1155,1402,1480,1622
KCTD4,50,87,52,58,133,87,70,60,64,126,78,86
LOC105370190,5,3,0,9,25,5,0,1,3,8,2,1
TPT1,37142,44215,33887,59808,75040,69336,19131,18592,51723,51616,48197,47006
SNORA31B,0,0,0,0,0,0,0,0,0,0,0,0
SNORA31,0,0,0,0,0,0,0,0,0,0,0,0
TPT1-AS1,61,55,66,57,45,56,86,61,67,47,59,56
SLC25A30,599,712,545,700,782,908,998,906,889,733,708,880
SLC25A30-AS1,24,34,19,48,48,32,57,52,63,46,39,55
COG3,305,423,307,140,171,208,515,503,238,332,274,367
ERICH6B,0,0,0,0,0,0,0,0,0,0,0,0
LINC01055,0,0,0,0,0,0,0,0,0,0,0,0
CBY2,10,9,28,5,1,6,5,6,2,6,15,1
SIAH3,69,87,65,38,43,61,170,201,53,85,82,106
LOC105370191,0,0,0,0,0,0,0,0,0,0,0,0
ZC3H13,561,814,488,133,199,308,1776,1886,186,261,291,420
CPB2-AS1,0,1,0,2,2,14,3,1,3,1,2,2
CPB2,0,2,1,1,4,6,0,1,0,0,1,0
LCP1,13,13,32,9,15,21,59,67,34,1,6,7
LOC105370192,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984578,5,0,0,0,0,0,2,2,0,0,0,0
LRRC63,0,0,0,1,0,0,2,0,0,2,0,1
LOC105370194,0,0,0,0,0,0,0,1,0,0,0,0
LINC00563,0,0,0,0,0,0,0,0,0,0,0,0
RUBCNL,1,4,1,4,10,9,12,11,8,0,2,0
LINC01198,0,0,0,1,0,0,0,0,0,0,0,0
LOC112268117,0,0,0,0,0,0,0,0,0,0,0,0
LRCH1,179,237,175,64,64,97,431,396,88,148,129,152
LOC107984563,0,0,0,0,0,0,0,0,0,0,0,0
ESD,1818,2220,1635,1316,1605,1688,1014,921,1414,2154,1946,2055
HTR2A,0,0,0,0,0,0,0,0,0,0,3,0
HTR2A-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984594,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370195,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370196,0,0,0,0,0,0,0,0,0,0,0,0
LINC00444,5,4,8,2,8,2,4,0,5,1,7,2
LINC00562,0,0,3,0,0,0,0,2,0,0,0,0
SUCLA2,826,890,762,596,676,687,841,743,661,934,870,986
NUDT15,893,1016,685,1413,1624,1640,962,849,1493,1222,1206,1233
MED4,612,728,533,478,548,680,835,739,602,774,715,819
MED4-AS1,228,283,207,168,206,265,332,315,253,264,279,273
LOC105370198,0,2,0,3,0,4,0,2,0,2,0,0
ITM2B,7732,9062,6713,12108,13501,15152,11238,10308,9132,7087,6656,7431
RB1-DT,1,1,5,1,0,4,3,2,0,0,1,4
RB1,1695,2186,1686,809,898,1065,2729,2586,1824,1816,1721,1784
LOC112268118,52,80,47,28,25,16,87,100,52,65,46,47
LPAR6,102,122,108,225,326,262,118,108,123,183,156,161
RCBTB2,189,193,167,239,243,306,293,274,298,281,246,299
LOC105370201,0,0,0,0,0,0,0,0,0,0,0,0
LINC00462,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370202,0,0,0,0,0,1,0,0,0,0,0,0
CYSLTR2,0,0,0,0,0,0,1,4,0,0,0,0
LOC107984559,0,0,0,0,0,0,0,0,0,0,0,0
FNDC3A,460,545,407,112,182,217,890,829,267,352,326,397
MLNR,2,2,0,0,0,0,0,0,0,1,1,2
LOC105370203,20,24,20,96,125,160,30,42,63,30,21,17
CDADC1,104,139,90,101,97,108,154,162,94,110,113,133
CAB39L,92,84,73,72,79,89,128,72,57,66,88,83
SETDB2,17,22,32,21,20,36,123,127,26,11,21,19
SETDB2-PHF11,0,0,0,0,0,0,0,0,0,0,0,0
PHF11,0,0,0,0,0,0,0,0,0,0,0,0
RCBTB1,455,543,412,339,370,446,691,666,469,466,446,461
LOC105370204,0,0,0,0,0,0,0,0,0,0,0,0
ARL11,0,0,0,0,0,1,0,2,2,1,0,0
LOC105370205,0,0,0,0,1,0,1,0,0,0,0,1
EBPL,1539,1759,1180,2235,2864,2602,746,649,1982,2366,2081,2227
KPNA3,1849,2129,1688,570,643,741,1294,1485,1086,1814,1759,1818
CTAGE10P,0,0,0,0,0,0,0,2,0,0,0,0
SPRYD7,308,406,304,282,333,374,374,314,330,355,357,385
DLEU2,426,488,392,301,357,375,131,101,215,673,618,676
MIR3613,1,0,0,0,0,0,0,0,0,3,0,0
TRIM13,344,467,262,369,319,394,326,241,455,408,441,410
KCNRG,8,15,11,7,11,11,6,1,8,9,14,12
MIR16-1,0,0,0,0,0,0,0,0,0,0,0,0
MIR15A,0,0,0,0,0,0,0,0,0,0,0,0
DLEU1,466,576,432,644,776,843,240,234,582,696,769,711
ST13P4,5,11,10,4,7,4,9,9,11,8,4,9
DLEU1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984568,0,0,0,0,0,0,0,0,0,0,0,0
DLEU7,0,1,2,0,3,5,2,5,0,1,1,3
LOC107984567,14,30,14,2,1,7,27,21,0,9,10,14
DLEU7-AS1,0,1,0,0,0,0,1,0,0,0,0,0
RNASEH2B-AS1,7,15,6,9,8,11,1,8,9,11,8,0
RNASEH2B,925,1154,911,877,1009,957,644,535,1025,1419,1259,1185
GUCY1B2,0,2,5,0,3,5,6,1,5,0,4,2
C13orf42,1,0,0,2,3,1,0,0,0,0,0,0
LOC107984554,2,0,1,0,0,0,0,0,0,4,0,0
FAM124A,10,4,14,3,10,6,35,42,31,9,6,13
SERPINE3,111,150,85,28,35,49,132,110,47,89,80,100
MIR5693,0,0,0,0,0,0,0,0,0,0,0,0
INTS6,537,679,448,232,280,358,852,825,335,470,436,475
INTS6-AS1,5,1,2,8,16,19,2,6,4,13,7,6
MIR4703,0,0,0,0,0,0,0,0,0,0,0,0
WDFY2,550,677,479,283,274,390,608,508,333,582,549,655
DHRS12,48,62,48,117,142,164,94,90,147,74,61,59
LOC107984561,3,2,2,0,3,3,10,13,0,2,0,0
TMEM272,2,2,0,0,3,3,6,13,0,2,0,0
CCDC70,0,0,0,0,0,0,0,0,0,0,0,0
ATP7B,123,160,66,58,94,86,313,324,67,56,48,86
ALG11,61,50,43,49,88,91,134,104,57,61,40,36
UTP14C,142,165,96,30,30,63,619,597,43,54,60,91
?,2,0,0,0,0,0,1,0,0,0,0,0
NEK5,0,0,0,0,5,5,0,4,0,0,0,0
LOC101929657,0,1,0,0,0,0,1,0,0,0,0,0
NEK3,48,48,47,80,80,75,66,56,69,57,34,33
MRPS31P5,42,62,39,20,23,25,71,71,44,39,42,45
TPTE2P2,1,0,0,14,6,10,0,0,3,0,0,0
LINC02333,0,0,0,2,1,2,0,0,0,0,1,0
LOC105370207,1,0,1,1,8,6,1,0,1,0,0,0
THSD1,201,273,164,256,325,377,671,718,329,166,168,182
VPS36,519,685,527,285,268,318,540,593,436,627,565,568
CKAP2,1637,1890,1420,678,800,877,3141,3284,892,1147,1146,1547
LINC00345,2,7,7,3,9,4,15,20,8,7,10,8
TPTE2P3,7,3,2,12,8,12,3,1,5,2,3,2
HNRNPA1L2,99,164,91,28,59,54,198,190,49,103,94,97
SUGT1,826,985,737,955,966,1107,964,923,1024,1070,1043,1044
CNMD,0,0,0,0,1,0,1,0,0,0,0,0
MIR759,0,0,0,0,0,0,0,0,0,0,0,0
PCDH8,0,0,0,0,0,0,10,5,0,0,0,0
OLFM4,0,1,1,2,0,2,0,0,0,0,0,0
LINC01065,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370210,0,0,0,0,0,0,0,0,0,0,0,0
LINC00558,0,0,0,0,0,0,0,0,0,0,0,0
LINC00458,0,0,0,0,0,0,0,0,0,0,0,0
MIR1297,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370213,0,0,0,0,0,0,0,0,0,0,0,0
MIR5007,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370214,0,0,0,0,0,0,0,0,0,0,0,0
PRR20A,0,0,0,0,0,0,0,0,0,0,0,0
PRR20B,0,0,0,0,0,0,0,0,0,0,0,0
PRR20C,0,0,0,0,0,0,0,0,0,0,0,0
PRR20D,0,0,0,0,0,0,0,0,0,0,0,0
PRR20E,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370216,0,0,0,0,0,1,0,0,0,0,0,0
LOC105370217,0,0,0,0,0,0,0,0,0,0,0,0
PCDH17,1,1,1,0,0,0,3,0,0,1,1,0
LINC02338,0,0,0,0,0,0,0,0,0,0,0,0
LINC00374,0,0,0,1,2,0,0,0,0,0,0,0
LOC105370218,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370219,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370220,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370221,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370224,1,0,0,0,1,0,0,0,0,0,0,0
LOC105370223,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370222,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984625,0,0,0,0,0,0,0,0,0,0,0,0
DIAPH3,447,487,370,201,284,377,783,810,246,275,389,336
DIAPH3-AS1,25,18,21,13,8,19,51,33,19,5,21,10
DIAPH3-AS2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370227,0,0,0,0,1,0,2,0,0,0,1,2
LINC00434,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370228,0,0,0,0,0,0,0,0,0,0,0,0
TDRD3,160,191,131,18,30,24,162,131,40,107,93,122
LOC105370230,0,0,0,0,0,0,0,0,0,0,0,0
LINC00378,0,0,0,0,0,0,0,0,0,0,0,0
LINC01442,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723910,0,0,0,0,0,0,0,0,0,0,0,0
MIR3169,0,0,0,0,0,0,0,0,0,0,0,0
PCDH20,3,2,2,3,1,5,2,2,10,6,2,3
LINC02339,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370231,0,0,0,0,0,0,0,0,0,0,0,0
LINC00358,0,0,0,0,0,0,0,0,0,0,0,0
LINC01075,0,0,0,0,0,0,0,0,0,0,0,0
LINC01074,0,0,0,0,0,0,0,0,0,0,0,0
LINC00459,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370232,0,0,0,0,0,0,0,0,0,0,0,0
LINC00448,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370233,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370234,0,0,0,0,0,0,0,0,0,0,0,0
LINC00376,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370237,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370236,0,0,0,0,0,0,0,0,0,0,0,0
LINC00395,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370235,0,0,0,0,0,0,0,0,0,0,0,0
OR7E156P,0,0,0,0,0,0,0,1,0,0,0,0
LOC112267897,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723968,0,0,0,0,0,0,0,0,0,0,0,0
LOC647264,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377815,0,0,0,0,0,0,0,0,0,0,0,0
LINC00355,14,17,13,14,43,24,15,3,29,18,10,32
LOC105370238,0,0,0,0,0,0,0,0,0,0,0,0
LOC107987190,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370239,0,0,0,0,0,0,1,1,0,0,0,0
LOC105370240,0,0,0,0,0,1,0,1,1,0,0,0
LOC105370241,0,0,0,0,0,0,0,0,0,0,0,0
LINC01052,0,0,0,1,0,0,0,0,0,0,0,0
LOC105370243,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370244,0,0,0,0,0,0,0,0,0,0,0,0
MIR548X2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370245,0,0,0,0,0,0,0,0,0,0,0,0
MIR4704,0,0,0,0,0,0,0,0,0,0,0,0
PCDH9,1,9,0,0,1,3,0,6,1,1,3,1
LOC105370247,0,0,0,0,0,0,0,0,0,0,0,0
PCDH9-AS2,0,0,0,0,0,0,0,0,0,0,0,0
PCDH9-AS3,0,0,0,0,0,0,0,0,0,0,0,0
PCDH9-AS4,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370246,0,0,0,0,0,0,0,0,0,0,0,0
LINC00364,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370248,0,0,0,0,2,0,0,0,0,0,0,0
LOC105370249,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370250,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984622,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370251,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927072,0,0,0,0,0,0,0,0,0,0,0,0
LINC00550,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370254,0,0,0,0,0,0,0,0,0,0,0,0
LINC02342,0,0,0,0,0,0,0,0,0,0,0,0
LINC00383,0,0,0,0,0,0,0,0,0,0,0,0
KLHL1,0,0,0,0,2,6,0,0,0,0,0,0
ATXN8OS,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370255,0,0,0,0,0,0,0,0,0,0,0,0
LINC00348,0,0,0,0,0,0,0,0,0,0,0,0
DACH1,3,3,0,5,9,9,0,2,11,9,10,6
MZT1,1891,2291,1744,2527,3068,2943,929,759,1889,3240,2978,2855
BORA,663,846,643,794,888,852,449,475,547,916,848,813
DIS3,833,887,751,493,535,549,1291,1418,637,650,682,774
PIBF1,88,93,71,11,32,40,234,230,29,35,37,64
KLF5,987,1244,768,232,228,451,2006,2008,470,694,651,828
LOC105377816,0,0,0,0,2,0,0,0,0,0,0,0
LINC00393,0,0,0,0,1,0,0,0,0,0,0,0
LINC00392,5,0,3,0,1,0,0,0,0,0,0,0
LOC107984024,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370256,18,31,15,57,73,56,59,70,44,20,20,17
KLF12,99,148,105,38,37,55,176,207,63,117,100,107
LINC00402,0,0,0,0,1,0,0,0,0,0,0,0
LOC105370259,0,0,0,0,1,0,0,0,0,0,0,0
LOC100288208,0,0,0,0,0,0,0,0,0,0,0,0
LINC00381,0,0,0,0,0,2,0,0,0,1,0,0
LOC107987191,0,0,0,0,0,2,0,0,0,0,0,0
LINC00347,0,0,0,3,0,0,0,0,0,0,0,0
LOC105370260,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984620,2,0,0,0,2,0,0,0,0,0,0,0
CTAGE11P,0,0,1,0,0,0,13,6,0,0,1,0
LINC01078,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D4,274,299,233,65,131,154,683,706,138,113,107,172
COMMD6,1018,1300,813,2156,2746,2594,472,424,1486,1441,1368,1211
UCHL3,761,1008,746,1383,1776,1794,537,492,1154,1118,1072,1149
LMO7-AS1,147,209,194,301,337,358,132,103,276,227,197,219
LMO7,77,119,87,36,62,51,400,452,29,60,54,65
LMO7DN,0,0,0,0,0,0,0,0,0,0,0,0
LMO7DN-IT1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00561,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370262,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370261,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370263,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370264,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370266,0,0,0,0,0,0,0,0,0,0,0,0
LOC112268120,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370265,0,0,0,3,3,1,0,0,0,0,1,0
LOC107984587,0,0,0,0,0,0,0,0,0,0,0,0
KCTD12,3073,3774,2667,700,835,1099,4220,4006,1882,2435,2112,2693
BTF3P11,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370269,0,0,0,0,0,0,0,0,0,0,0,0
ACOD1,0,0,0,0,0,0,0,2,3,0,0,0
CLN5,537,576,401,640,843,789,518,459,630,597,604,654
FBXL3,613,761,530,788,894,887,966,759,981,833,878,893
MYCBP2,200,318,184,23,44,104,667,546,62,100,94,135
MYCBP2-AS1,13,15,9,2,1,3,31,46,4,7,6,9
LOC107984564,0,3,0,1,0,1,0,1,0,0,0,0
LOC105370271,0,0,0,0,0,0,0,0,0,0,0,0
SCEL,8,22,1,33,39,53,289,308,33,16,10,36
SCEL-AS1,1,0,0,1,1,0,10,19,1,1,0,1
LOC100129307,0,0,0,0,0,0,0,0,0,0,0,0
SLAIN1,26,26,29,16,16,5,42,24,17,36,39,39
MIR3665,0,0,2,0,0,0,3,3,0,0,1,0
LOC112268121,0,2,3,4,1,0,8,4,1,3,3,3
EDNRB-AS1,0,0,0,0,0,0,0,0,0,0,0,0
EDNRB,0,2,1,1,0,0,1,1,2,0,0,0
LINC01069,0,0,0,0,0,0,0,0,0,0,0,0
LINC00446,0,0,0,3,0,0,0,0,0,0,0,0
OBI1-AS1,268,269,224,149,145,192,314,283,210,208,218,217
?,0,0,0,0,0,0,0,0,0,0,0,0
POU4F1,1,3,1,3,6,1,18,13,2,3,4,4
OBI1,540,574,419,334,281,369,638,588,436,403,436,437
LOC105370272,0,0,0,0,0,0,0,0,0,0,0,0
LINC00331,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370273,0,0,0,0,0,0,0,0,0,0,0,0
RBM26,468,641,484,79,97,137,1201,1151,151,273,261,399
RBM26-AS1,18,16,14,48,71,64,35,27,38,16,16,16
LOC105370274,3,5,3,9,16,31,5,7,12,4,3,5
NDFIP2-AS1,43,25,24,81,141,89,13,8,30,33,18,26
NDFIP2,4156,4658,3498,11859,14543,13692,2949,2672,6971,5760,5171,5494
LINC01068,0,4,0,1,4,1,0,0,3,0,0,2
LINC01038,0,0,0,0,0,0,0,0,0,0,0,0
LINC00382,0,0,0,0,0,0,0,0,0,0,0,0
LINC01080,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370275,0,0,0,0,2,0,0,0,0,0,0,0
LOC101927238,0,0,0,0,0,4,0,0,0,0,0,0
SPRY2,129,187,136,221,265,372,422,474,328,273,258,274
LOC105370276,2,0,0,0,1,0,1,0,0,0,0,0
LOC105370278,0,0,0,0,0,0,0,0,0,0,0,0
LINC00377,0,0,0,0,0,0,0,0,0,0,0,0
LINC00564,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370281,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370282,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370283,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370284,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370285,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370286,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK1,0,0,0,0,4,0,0,0,0,0,0,1
LOC105370287,0,0,0,0,0,0,0,0,0,0,0,0
LINC00333,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370289,0,0,0,0,0,0,0,0,0,0,0,0
SNORA107,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370290,0,0,0,1,0,0,0,0,0,0,0,0
LINC00375,0,0,0,0,0,0,0,0,0,1,0,0
LOC105370291,2,0,0,7,0,0,0,0,0,0,0,0
LOC105370292,0,0,0,0,0,0,0,0,0,0,0,0
LINC00351,0,1,0,0,0,0,1,0,0,3,0,1
SLITRK6,77,84,32,32,27,61,209,273,30,114,81,94
LOC105370299,0,1,0,0,0,0,0,0,0,0,0,0
LOC105370300,0,0,0,0,0,0,0,0,0,0,0,0
LINC00430,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370301,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370302,0,0,0,0,0,0,0,0,0,0,3,0
MIR4500HG,0,0,0,0,0,0,0,0,0,0,0,0
MIR4500,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK5,0,0,3,0,0,0,3,4,0,1,0,0
LOC112268106,0,0,0,3,0,0,0,0,0,0,0,0
LINC00397,0,1,0,0,0,0,0,0,0,0,0,0
LOC105370304,0,0,0,0,0,0,0,0,0,0,2,0
LINC00373,0,0,0,0,0,0,0,0,0,0,0,0
LINC00433,0,0,0,0,0,0,0,0,0,0,0,0
LINC00560,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370307,1,0,0,0,0,0,0,0,0,0,0,0
LINC01047,0,0,0,0,0,0,0,0,0,0,0,0
LINC00440,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984621,0,0,0,0,0,0,0,0,0,0,0,0
LINC01040,0,0,0,0,1,0,0,0,0,0,0,0
LINC00353,0,0,0,1,1,0,2,0,0,0,0,0
LINC02336,0,0,0,3,2,2,3,0,0,2,0,0
LINC00559,0,0,0,0,0,0,0,0,0,0,0,0
MIR622,0,0,0,0,0,0,0,0,0,0,0,0
